CUSTOMER_SK,TOTAL_No_Of_PURCHASE,TOTAL_REVENUE,RECENCY,TOTAL_No_of_VISITS,DISTINCT_PRODUCTS,AVERAGE_SPEND,CITY_NM
39354169,540,1832.73978,244,32,241,57.27311813,HALIFAX
59502896,572,1831.4796,110,21,215,87.21331429,HALIFAX
41531987,491,1830.36974,111,51,339,35.88960275,TIMBERLEA
41509991,504,1829.9599,250,17,260,107.6447,HALIFAX
22287890,814,1826.83988,242,88,216,20.75954409,HALIFAX
62341505,370,1826.4596,110,16,126,114.153725,HALIFAX
58705512,657,1826.2898,109,87,358,20.99183678,HALIFAX
31746197,620,1826.19989,242,55,305,33.20363436,HALIFAX
23742520,598,1826.0798,245,25,361,73.043192,TRURO
52624918,535,1824.15987,242,60,344,30.4026645,HALIFAX
60416191,518,1823.71982,111,53,255,34.40980792,HALIFAX
39349752,579,1823.18986,245,39,308,46.74845795,NORTH RIVE
61824154,546,1817.47995,109,91,240,19.97230714,HALIFAX
20982798,578,1816.89984,244,47,324,38.6574434,HALIFAX
59501737,651,1816.80975,109,90,219,20.186775,HALIFAX
60351280,511,1814.64974,110,23,148,78.89781478,DARTMOUTH
52035302,529,1812.71978,244,24,268,75.52999083,HALIFAX
22451401,444,1809.24959,242,25,221,72.3699836,HALIFAX
21625134,704,1806.14969,244,50,242,36.1229938,HALIFAX
21630636,469,1805.89964,242,50,194,36.1179928,WILLIAMSWO
59567719,518,1805.13962,111,81,147,22.28567432,HALIFAX
22286346,512,1804.97993,248,20,253,90.2489965,HALIFAX
21567503,521,1804.78987,247,17,224,106.16411,HALIFAX
39357989,629,1802.30992,126,30,265,60.07699733,HALIFAX
52628986,409,1799.48977,243,49,228,36.72428102,HALIFAX
42476412,778,1798.77993,112,85,444,21.16211682,NORTH RIVE
59507113,558,1798.55986,115,38,277,47.33052263,HALIFAX
21164677,500,1798.40961,242,39,230,46.11306692,HALIFAX
22566147,586,1796.86969,242,55,125,32.670358,HALIFAX
36784251,441,1795.53974,109,76,276,23.62552289,HALIFAX
23748375,439,1794.96953,244,18,201,99.72052944,HALIFAX
58987912,510,1794.17984,110,20,227,89.708992,HALIFAX
20842848,497,1790.15975,247,19,287,94.21893421,HALIFAX
63109943,389,1788.63951,109,45,115,39.74754467,HALIFAX
34927053,773,1788.30854,245,83,101,21.54588602,LAKE LOON
21439778,530,1788.11976,245,19,365,94.11156632,HALIFAX
35071976,405,1787.67974,255,11,240,162.51634,HALIFAX
61045242,707,1785.92987,109,70,141,25.51328386,
20949611,431,1785.11962,251,38,199,46.97683211,HALIFAX
58807562,557,1777.84976,110,27,196,65.84628741,HALIFAX
61290435,568,1777.43984,111,57,308,31.18315509,NEW WATERF
58639229,555,1777.41974,109,72,251,24.68638528,HALIFAX
51841511,511,1776.77987,245,48,305,37.01624729,HALIFAX
58642440,481,1776.26978,109,31,274,57.29902516,HALIFAX
59441963,667,1773.89992,109,95,272,18.67263074,HALIFAX
61814650,681,1772.41977,110,71,309,24.96365873,HALIFAX
36512592,418,1769.93966,242,32,237,55.31061438,HALIFAX
61755919,486,1767.17967,109,96,193,18.40812156,PARRSBORO
51084146,559,1765.65977,254,73,330,24.18712014,PORT PERRY
20921783,508,1765.00977,243,15,231,117.667318,HALIFAX
37125526,497,1764.92982,257,40,87,44.1232455,HALIFAX
59788688,566,1764.32983,109,56,267,31.50588982,HALIFAX
51389472,515,1763.99004,245,30,236,58.799668,CHILLIWACK
28741424,496,1762.38969,242,27,259,65.27369222,DARTMOUTH
59428846,613,1762.32985,110,35,266,50.35228143,HALIFAX
58789962,381,1760.59957,109,31,225,56.79353452,HALIFAX
39652421,407,1757.30945,111,19,158,92.48997105,HALIFAX
60816995,473,1756.27982,109,53,254,33.13735509,HALIFAX
22844597,473,1755.48955,245,31,168,56.62869516,HALIFAX
26306410,468,1754.70965,243,15,304,116.9806433,HALIFAX
58338197,522,1754.34974,113,19,250,92.33419684,HALIFAX
62676750,474,1753.45977,112,105,249,16.69961686,PORT MORIE
58638337,563,1753.15971,110,50,291,35.0631942,HALIFAX
58839759,492,1751.78957,112,42,239,41.70927548,HALIFAX
22301194,573,1750.26989,242,27,327,64.82481074,HALIFAX
22609804,541,1748.9197,242,36,274,48.58110278,HALIFAX
60575842,440,1747.56997,109,35,104,49.93057057,HALIFAX
58294441,501,1747.01975,111,31,274,56.35547581,FREDERICTO
39000445,472,1746.69989,245,13,195,134.36153,HALIFAX
58383341,506,1746.22975,119,20,262,87.3114875,SOURIS
60943606,427,1743.81956,109,20,200,87.190978,HALIFAX
21381706,462,1743.62972,242,25,241,69.7451888,HALIFAX
21440894,452,1743.0398,248,20,275,87.15199,HALIFAX
21603050,593,1742.85986,243,63,244,27.66444222,HALIFAX
20900176,426,1742.63965,246,32,211,54.45748906,HALIFAX
58265434,488,1741.50967,113,9,254,193.5010744,HALIFAX
22340716,416,1738.11951,244,39,167,44.56716692,HALIFAX
60071794,480,1737.67963,110,35,274,49.64798943,DARTMOUTH
37380276,564,1737.12998,242,81,253,21.44604914,HALIFAX
61787691,459,1736.93983,114,43,252,40.39394953,HALIFAX
62335036,542,1736.81998,109,18,236,96.48999889,HALIFAX
28859647,507,1735.02946,250,45,165,38.55621022,HALIFAX
29934093,489,1733.45956,243,62,212,27.95902516,HALIFAX
58814824,563,1732.03977,110,41,252,42.24487244,HALIFAX
62617371,465,1731.9199,112,39,236,44.40820256,HALIFAX
39631791,454,1731.79966,245,53,236,32.67546528,HALIFAX
59568271,475,1731.44963,111,75,153,23.08599507,HALIFAX
21598434,508,1730.98966,246,19,194,91.10471895,HALIFAX
59919127,456,1728.80967,111,69,270,25.05521261,HALIFAX
58810237,479,1728.09982,111,53,193,32.60565698,HALIFAX
40121353,472,1727.8098,251,15,167,115.18732,HALIFAX
22595068,402,1727.59954,242,21,115,82.26664476,HALIFAX
34919532,558,1727.52986,242,47,356,36.75595447,HALIFAX
39650200,444,1724.43974,259,41,261,42.05950585,ROCKWOOD
58892513,518,1721.11979,109,41,204,41.97853146,HUBLEY
37731962,528,1720.8698,118,38,186,45.28604737,HAMMONDS P
62355275,458,1718.24974,114,29,222,59.24999103,HALIFAX
20811625,460,1716.65971,242,16,215,107.2912319,HALIFAX
64804208,568,1714.85997,115,35,291,48.99599914,EAST YORK
40045752,593,1711.94991,242,51,283,33.56764529,HALIFAX
59567676,566,1708.35993,109,131,199,13.0409155,HALIFAX
23179654,566,1707.53994,246,44,290,38.80772591,SYDNEY
60523385,585,1706.76981,111,84,123,20.31868821,DARTMOUTH
60996390,616,1706.33981,111,60,249,28.43899683,HALIFAX
60641227,519,1705.70985,110,70,267,24.36728357,HALIFAX
60553551,448,1705.05972,111,26,250,65.57922,DARTMOUTH
21151391,612,1703.6799,243,32,301,53.23999688,HALIFAX
59579360,481,1702.55993,113,23,206,74.02434478,HALIFAX
22760111,460,1700.84979,242,29,185,58.64999276,HALIFAX
34816717,639,1700.66979,252,23,159,73.94216478,
59804783,546,1700.05981,109,37,288,45.94756243,HALIFAX
37062722,618,1696.51973,242,205,253,8.275706,PERTH-ANDO
58279511,548,1693.59984,110,60,303,28.226664,HALIFAX
22185178,395,1693.40969,246,14,207,120.957835,PORTUGUESE
21637630,633,1692.76995,243,207,321,8.177632608,HALIFAX
21458111,523,1691.9797,242,33,237,51.27211212,HALIFAX
23654583,520,1691.4498,253,43,181,39.33604186,ARICHAT
21352079,455,1690.27981,246,28,193,60.36713607,HALIFAX
21567516,563,1689.27963,242,66,238,25.59514591,PORTUGUESE
61349461,421,1687.90979,110,39,168,43.27973821,HALIFAX
25221181,456,1686.95979,242,52,263,32.44153442,FREDERICTO
29354169,398,1685.92974,243,37,230,45.56566865,HALIFAX
21702815,482,1683.14969,242,100,264,16.8314969,HALIFAX
58642220,517,1682.75964,111,39,246,43.14768308,HALIFAX
20887638,454,1678.2097,245,25,201,67.128388,HALIFAX
58470022,519,1677.91978,109,43,281,39.02139023,HALIFAX
21607650,471,1673.22969,242,45,240,37.182882,HALIFAX
21355393,461,1673.15974,246,43,183,38.91069163,HALIFAX
23642931,508,1672.9897,252,17,290,98.41115882,DARTMOUTH
59489017,497,1669.51997,112,33,223,50.59151424,HALIFAX
61018459,414,1669.34975,112,22,181,75.87953409,HALIFAX
53661108,427,1668.00939,242,30,168,55.600313,HALIFAX
22338510,501,1667.51984,242,45,236,37.05599644,HALIFAX
59693562,412,1667.36963,111,26,197,64.12960115,HALIFAX
39537548,430,1666.31972,243,35,190,47.60913486,HALIFAX
58907175,432,1663.1497,111,14,254,118.7964071,HALIFAX
59984689,595,1663.05987,109,55,320,30.23745218,HALIFAX
52620857,465,1660.1398,258,14,247,118.5814143,HALIFAX
59583005,435,1659.67986,109,55,158,30.17599745,HALIFAX
62384714,467,1657.95987,110,21,254,78.95047,HALIFAX
52236260,412,1656.71966,248,37,198,44.77620703,
58681017,551,1656.25959,120,53,265,31.25018094,HALIFAX
20784457,451,1655.85972,245,22,257,75.26635091,HALIFAX
60484817,496,1651.45976,115,19,221,86.91893474,HALIFAX
58397685,541,1648.49993,112,40,207,41.21249825,HALIFAX
59427771,490,1648.2297,109,30,297,54.94099,HALIFAX
59425861,577,1647.61996,111,71,332,23.20591493,HALIFAX
59506837,420,1645.03971,109,39,243,42.18050538,HALIFAX
37058303,519,1644.99988,242,17,289,96.76469882,HALIFAX
60331500,569,1643.90978,110,55,207,29.88926873,HALIFAX
52233098,438,1641.33982,247,95,241,17.27726126,
59977416,345,1639.64949,117,17,212,96.44997,FALL RIVER
40042656,633,1637.80978,246,189,263,8.665660211,HALIFAX
58842600,431,1637.7697,132,76,229,21.54960132,HALIFAX
64453353,476,1636.69985,110,87,202,18.81264195,WALTON
60484819,393,1636.05965,113,53,229,30.86905,HALIFAX
58369756,507,1635.83,109,66,249,24.78530303,HALIFAX
39449903,433,1633.86978,242,56,270,29.17624607,HALIFAX
22111568,524,1632.40989,243,61,334,26.76081787,HALIFAX
36038182,514,1629.65989,125,57,336,28.59052439,ST. JOHN'S
58473493,373,1628.99965,113,27,222,60.33332037,BURLINGTON
23604268,475,1628.79983,242,52,153,31.32307365,HALIFAX
25407622,472,1628.45976,246,45,228,36.18799467,DARTMOUTH
63035305,448,1628.08997,131,32,229,50.87781156,CHILLIWACK
39536181,600,1627.83988,243,31,328,52.51096387,HALIFAX
59431868,572,1625.72988,112,45,230,36.12733067,HALIFAX
64492018,406,1624.06972,111,44,172,36.91067545,HALIFAX
22308266,435,1623.4297,242,40,202,40.5857425,HALIFAX
20821005,536,1621.83992,245,23,256,70.51477913,HALIFAX
21328881,402,1621.47973,247,9,217,180.1644144,HALIFAX
60415522,420,1619.87985,111,49,171,33.05877245,HALIFAX
23444328,507,1619.37982,244,50,263,32.3875964,DARTMOUTH
59637196,506,1619.36975,110,70,302,23.13385357,HALIFAX
61153326,608,1612.45982,110,66,254,24.43120939,HALIFAX
58240520,413,1611.29981,109,43,277,37.4720886,ROTHESAY
51902158,454,1610.71978,243,27,280,59.65628815,HALIFAX
58316607,418,1610.5698,109,34,230,47.3697,HALIFAX
61315883,480,1609.17983,111,25,213,64.3671932,HALIFAX
60408874,506,1608.28994,111,35,220,45.95114114,HALIFAX
21566188,473,1605.26988,243,18,215,89.18166,HALIFAX
39551566,523,1605.13994,262,19,322,84.48104947,HALIFAX
59741274,470,1603.07984,109,35,257,45.80228114,HALIFAX
58910197,409,1602.85971,109,17,258,94.28586529,HALIFAX
39446850,574,1601.36988,242,44,385,36.39477,DIGBY
21619883,647,1600.88985,242,58,306,27.60154914,HALIFAX
61695877,463,1599.11972,109,41,223,39.00292,HALIFAX
38975879,573,1598.4799,243,54,294,29.60147963,HALIFAX
60412658,507,1597.87971,112,49,243,32.60979,DARTMOUTH
23792066,637,1596.65987,248,33,275,48.38363242,HALIFAX
39355141,413,1594.65976,247,35,214,45.56170743,HALIFAX
31682231,481,1594.32993,245,26,243,61.32038192,HALIFAX
59608231,469,1593.69972,112,70,240,22.76713886,HALIFAX
53388441,529,1592.90996,248,20,277,79.645498,HALIFAX
58441451,437,1590.82976,118,21,249,75.7537981,HALIFAX
21436695,414,1590.45971,248,23,279,69.15042217,HALIFAX
60675071,529,1589.86987,109,39,259,40.7658941,HALIFAX
59026983,583,1587.19984,109,82,271,19.35609561,HALIFAX
59599910,464,1586.80986,109,59,288,26.89508237,HALIFAX
22114221,446,1586.12972,242,34,246,46.65087412,HALIFAX
22386928,476,1585.31983,242,36,277,44.03666194,HALIFAX
21619819,585,1584.84991,251,38,314,41.70657658,HALIFAX
21454149,391,1584.29971,243,46,200,34.44129804,HALIFAX
59088980,481,1581.07971,112,96,234,16.46958031,HALIFAX
21389700,512,1580.09986,243,30,308,52.66999533,HALIFAX
20794099,526,1579.12983,244,60,244,26.3188305,HALIFAX
37054837,543,1578.98999,245,16,249,98.68687438,HALIFAX
40131507,397,1577.61982,248,8,171,197.2024775,HALIFAX
23617181,442,1577.28977,244,19,183,83.01525105,HALIFAX
25954236,438,1575.07985,255,19,189,82.89893947,HALIFAX
61771396,547,1573.81976,110,48,260,32.78791167,HALIFAX
58907705,599,1572.66976,111,42,200,37.4445181,HALIFAX
39454404,436,1571.37986,109,49,258,32.06897673,WEST VANCO
39943819,401,1570.84985,254,14,189,112.2035607,HALIFAX
62472245,493,1570.20987,109,40,238,39.25524675,HALIFAX
27958910,593,1569.57993,245,63,160,24.91396714,
40171874,381,1568.73976,117,32,227,49.0231175,HALIFAX
21233363,472,1568.68989,242,32,301,49.02155906,STELLARTON
61039843,476,1565.52983,111,38,276,41.19815342,HALIFAX
58989233,535,1562.61988,109,51,270,30.63960549,HALIFAX
58470154,431,1561.76981,110,28,158,55.77749321,HALIFAX
61152879,482,1560.6397,109,67,231,23.29312985,HALIFAX
61766591,515,1559.99987,111,77,228,20.25973857,HALIFAX
59971310,532,1558.59995,112,18,252,86.58888611,HALIFAX
37351319,437,1556.75981,242,64,248,24.32437203,HALIFAX
21157851,407,1556.64968,257,16,214,97.290605,HALIFAX
59499673,440,1554.56986,113,21,303,74.02713619,MCGRATHS C
58433544,389,1554.13973,119,30,224,51.80465767,HALIFAX
22300456,600,1553.60958,245,42,149,36.99070429,HALIFAX
23740691,496,1551.71991,243,21,240,73.89142429,HALIFAX
21591648,384,1551.55976,242,33,207,47.01696242,HALIFAX
61900823,396,1551.45966,110,30,206,51.715322,HALIFAX
59428151,467,1549.83987,110,72,173,21.52555375,HALIFAX
62368000,432,1549.02973,109,44,179,35.20522114,HALIFAX
59501317,354,1547.79955,111,17,146,91.04703235,HALIFAX
64738530,426,1545.54985,110,54,197,28.62129352,HALIFAX
39655640,505,1545.32991,256,47,257,32.87935979,HALIFAX
62705967,472,1543.74988,118,25,253,61.7499952,HALIFAX
23325520,615,1542.12989,242,51,417,30.23784098,HALIFAX
21629635,423,1539.74971,244,21,170,73.32141476,HALIFAX
22301303,555,1539.00979,244,28,164,54.96463536,WOLFVILLE
22117533,519,1538.0198,242,196,257,7.847039795,HAMMONDS P
59609425,533,1535.73999,111,38,185,40.41421026,HALIFAX
36876754,389,1535.60962,244,15,204,102.3739747,SAMBRO CRE
53242007,475,1535.32981,246,25,281,61.4131924,HALIFAX
58883904,454,1535.1699,109,125,201,12.2813592,LOWER SACK
59578262,473,1533.71985,118,20,244,76.6859925,HALIFAX
61814485,536,1533.65978,112,116,356,13.221205,HALIFAX
51676274,351,1532.76982,254,19,212,80.67209579,HALIFAX
59081023,436,1532.44983,113,18,243,85.13610167,HALIFAX
20872162,395,1530.87961,251,27,239,56.69924481,HALIFAX
66145523,469,1529.90987,115,24,289,63.74624458,HALIFAX
22305510,674,1528.84997,242,52,287,29.40096096,HALIFAX
35110054,456,1528.04971,114,74,179,20.64932041,HALIFAX
22437962,490,1527.01982,243,29,263,52.65585586,HALIFAX
23644288,373,1526.49968,293,17,196,89.79409882,HALIFAX
21634517,503,1525.67995,251,14,333,108.9771393,HALIFAX
22848973,509,1524.81965,243,33,234,46.20665606,SCOTSBURN
34462715,414,1524.70972,243,24,225,63.52957167,HALIFAX
37363943,564,1523.60991,242,81,229,18.80999889,HALIFAX
39357794,400,1523.20986,243,21,216,72.53380286,HALIFAX
37146688,399,1521.77977,243,22,263,69.17180773,MOUNT UNIA
60625676,590,1521.71991,113,73,217,20.84547822,HALIFAX
37048073,521,1521.5299,242,58,259,26.23327414,HALIFAX
53543082,469,1520.95991,244,62,177,24.53161145,
58323501,353,1520.3798,110,45,195,33.78621778,HALIFAX
29939439,419,1520.09981,242,24,265,63.33749208,DARTMOUTH
59583072,695,1520.05995,109,140,295,10.85757107,HALIFAX
64016105,456,1519.88987,110,52,237,29.22865135,HALIFAX
40170289,513,1519.53987,252,54,299,28.13962722,HALIFAX
36799049,347,1518.59982,242,36,207,42.18332833,HALIFAX
60693794,371,1518.46963,111,17,99,89.32174294,HALIFAX
58652978,443,1517.41978,111,27,304,56.20073259,HALIFAX
61051451,372,1516.64988,110,66,110,22.97954364,HALIFAX
58792496,566,1516.25986,111,40,349,37.9064965,HALIFAX
37465404,428,1515.59957,243,47,151,32.24679936,HALIFAX
60194995,415,1515.38983,159,35,306,43.29685229,SYDNEY
39649112,475,1514.97994,248,17,212,89.11646706,HALIFAX
58889706,399,1514.60962,112,20,208,75.730481,HALIFAX
59427895,555,1513.30999,109,53,178,28.55301868,HALIFAX
59427751,521,1513.17984,111,89,210,17.00202067,HALIFAX
40167736,404,1512.45975,255,26,186,58.17152885,HALIFAX
39557811,379,1511.85963,243,28,200,53.99498679,HALIFAX
58657951,525,1511.42989,111,82,263,18.43207183,HALIFAX
59427712,590,1511.03994,109,246,285,6.14243878,HALIFAX
37727303,475,1510.24994,243,19,288,79.48683895,HALIFAX
22762599,429,1508.3598,242,26,207,58.01383846,HALIFAX
33415240,415,1507.8998,254,26,277,57.99614615,HALIFAX
60553788,480,1507.74983,135,16,213,94.23436438,HALIFAX
59506824,495,1507.40964,115,54,177,27.91499333,HALIFAX
21173357,465,1506.98977,244,64,242,23.54671516,HALIFAX
52639074,351,1505.8095,249,17,154,88.57702941,MONTREAL
36794922,528,1505.47989,244,38,207,39.61789184,HALIFAX
51929097,384,1505.20986,243,17,216,88.54175647,HALIFAX
63648191,441,1504.59979,122,26,248,57.86922269,HALIFAX
60636849,493,1502.78985,118,33,279,45.53908636,HALIFAX
61151213,436,1502.15969,110,41,133,36.63804122,HALIFAX
46670865,495,1501.36993,249,25,301,60.0547972,
64971794,619,1499.40997,110,47,357,31.90233979,HALIFAX
61351776,441,1498.84991,109,48,265,31.22603979,HALIFAX
61188805,554,1496.78985,109,98,302,15.27336582,HALIFAX
59581595,672,1495.27998,112,56,254,26.70142821,HALIFAX
59564458,367,1494.78985,109,24,242,62.28291042,HALIFAX
58890202,543,1494.55983,110,77,228,19.40986792,HALIFAX
59017019,490,1494.05982,110,49,256,30.49101673,HALIFAX
21325967,519,1494.0198,246,60,287,24.90033,LOWER SACK
39529839,560,1493.49977,246,42,206,35.55951833,HALIFAX
21156904,499,1493.00996,245,40,211,37.325249,HALIFAX
40044841,389,1492.40985,249,28,243,53.30035179,DARTMOUTH
20784526,393,1492.0598,244,25,195,59.682392,HALIFAX
59538248,377,1491.40987,111,12,248,124.2841558,TRURO
63842902,409,1490.01969,119,23,151,64.78346478,HALIFAX
37049794,360,1489.69955,242,13,196,114.5922731,HALIFAX
58253810,467,1488.05977,113,26,205,57.23306808,HALIFAX
22842722,444,1487.26995,247,30,257,49.575665,CONCEPTION
37468790,377,1486.99981,245,29,203,51.27585552,HALIFAX
59044970,487,1485.64981,111,37,323,40.15269757,HALIFAX
20821419,497,1485.23003,257,57,258,26.05666719,HALIFAX
36376264,465,1484.20961,243,40,192,37.10524025,CORNWALL
40175568,392,1483.38975,262,49,254,30.2732602,THUNDER BA
51910357,490,1483.37993,242,43,236,34.49720767,PRINCE GEO
53316841,467,1483.01989,245,55,262,26.963998,HALIFAX
23673082,368,1482.42991,243,25,103,59.2971964,HALIFAX
65763755,490,1480.97988,112,66,301,22.43908909,HALIFAX
59608220,368,1480.90977,117,93,146,15.92376097,HALIFAX
60533913,437,1480.7298,117,22,172,67.3059,HALIFAX
37141162,524,1480.46981,244,52,265,28.47057327,HALIFAX
60637075,583,1479.94994,109,105,201,14.09476133,HALIFAX
38884632,411,1478.71979,242,22,241,67.21453591,MIRAMICHI
52548469,389,1478.66984,242,52,166,28.43595846,HALIFAX
59035793,386,1477.98977,119,36,184,41.05527139,WILLIAMSWO
29341897,493,1476.41987,243,51,216,28.94940922,HALIFAX
61827378,402,1474.10977,119,12,217,122.8424808,HALIFAX
21602710,409,1473.40969,244,17,186,86.67115824,HALIFAX
22643595,381,1472.84974,243,45,206,32.72999422,HALIFAX
22610271,441,1472.55985,242,57,117,25.83438333,HALIFAX
62538399,398,1472.39967,113,45,201,32.71999267,HALIFAX
40182351,380,1471.70985,262,15,258,98.11399,HALIFAX
23318352,393,1470.30979,251,24,173,61.26290792,NORTH YORK
60739851,417,1470.22989,110,61,156,24.10212934,HALIFAX
51920735,396,1469.67981,242,53,226,27.72980774,HALIFAX
60920848,384,1468.41979,111,36,202,40.78943861,WEST ST AN
39423469,334,1467.98963,243,25,182,58.7195852,HALIFAX
64611677,438,1467.5599,112,63,328,23.29460159,MIDDLE SAC
26034751,480,1465.83995,242,38,294,38.57473553,NEW MINAS
53553936,443,1465.60984,243,38,204,38.56868,HALIFAX
22302612,425,1464.28995,243,14,179,104.5921393,HALIFAX
58786783,529,1461.96989,109,79,321,18.50594797,LOWER SACK
34940104,504,1461.52992,246,33,305,44.28878545,HAVRE BOUC
59618323,444,1461.11985,112,21,232,69.57713571,HALIFAX
20847879,417,1460.26978,244,11,205,132.7517982,HALIFAX
58643607,404,1459.58989,128,18,143,81.08832722,HALIFAX
34376317,459,1458.31986,262,27,206,54.01184667,HALIFAX
39731355,518,1458.22992,243,104,206,14.02144154,HALIFAX
51927741,362,1457.45981,242,35,252,41.64170886,HALIFAX
61910078,409,1457.06991,112,49,191,29.73612061,HALIFAX
22283801,384,1457.01974,247,19,223,76.68524947,HALIFAX
22172749,468,1457.00994,259,22,267,66.22772455,STRATFORD
21152997,382,1455.91976,247,16,212,90.994985,HALIFAX
21158986,468,1455.90979,243,62,214,23.48241597,HALIFAX
64699617,384,1455.83963,112,30,169,48.52798767,HALIFAX
39916096,461,1455.43973,242,80,233,18.19299663,HALIFAX
63889194,384,1454.84972,110,6,194,242.4749533,HALIFAX
59577659,501,1454.16955,178,19,167,76.53523947,HD ST MARG
58907353,476,1453.79986,110,21,218,69.22856476,HALIFAX
20808033,373,1453.39965,246,35,209,41.52570429,HALIFAX
20789487,435,1453.38979,242,38,232,38.24709974,DARTMOUTH
39456646,456,1453.28976,243,34,232,42.74381647,HALIFAX
40122702,412,1452.85987,243,21,232,69.18380333,AMHERST
21459047,366,1452.15979,244,29,228,50.07447552,HALIFAX
20691957,491,1451.84973,247,30,143,48.394991,HALIFAX
37054827,470,1451.49995,243,70,225,20.73571357,HALIFAX
53473575,422,1450.63966,242,20,211,72.531983,HALIFAX
58896150,362,1450.22975,111,26,125,55.77806731,HALIFAX
64611939,362,1447.54991,122,10,207,144.754991,HALIFAX
40118638,470,1444.66985,250,17,254,84.98057941,HALIFAX
53782952,575,1444.17976,249,13,219,111.0907508,
36041019,387,1443.23972,119,51,177,28.29881804,HALIFAX
51688908,390,1443.06962,243,29,150,49.76102138,TORONTO
58645616,447,1442.8899,109,14,219,103.0635643,HALIFAX
50224363,525,1442.53989,242,80,282,18.03174863,HALIFAX
60913306,453,1440.89968,111,34,115,42.37940235,HALIFAX
37465709,346,1440.83967,242,35,216,41.16684771,DAWSON CRE
20745662,437,1439.63963,244,47,227,30.63063043,HALIFAX
51344878,611,1439.25995,242,246,287,5.850650203,HALIFAX
37073057,413,1439.22996,243,61,172,23.59393377,HALIFAX
64621590,435,1437.83966,112,32,174,44.93248938,HALIFAX
59803565,586,1437.36914,115,19,118,75.65100737,HALIFAX
58640449,380,1437.07979,113,17,224,84.53410529,HALIFAX
59654978,434,1436.75979,110,41,249,35.04292171,HALIFAX
40237193,445,1435.70992,254,28,267,51.27535429,HALIFAX
22114409,328,1434.65969,242,14,98,102.4756921,HALIFAX
58989046,559,1434.3097,109,58,205,24.72947759,PORTUGUESE
22205330,473,1431.16975,242,79,161,18.11607278,HALIFAX
61768114,489,1431.1199,112,35,271,40.88914,HALIFAX
23785580,526,1430.99,242,69,238,20.73898551,HALIFAX
58892130,354,1430.71977,112,43,153,33.27255279,HALIFAX
65216085,545,1430.67994,115,28,196,51.09571214,HALIFAX
61054986,435,1429.55999,115,39,281,36.65538436,HALIFAX
21287812,314,1428.85978,248,21,159,68.0409419,HALIFAX
39755604,348,1428.45966,251,22,215,64.92998455,HALIFAX
22282671,370,1428.36987,248,29,230,49.25413345,HALIFAX
33415888,540,1428.27966,242,42,226,34.00665857,HALIFAX
58872891,393,1427.64973,111,22,218,64.89316955,HALIFAX
58779565,499,1427.4899,113,21,157,67.97570952,HALIFAX
51918167,379,1427.17961,269,18,166,79.28775611,SISSON RID
26241848,358,1426.99986,251,16,145,89.18749125,HALIFAX
40048475,426,1425.91981,242,27,254,52.81184481,HALIFAX
22268511,418,1424.89978,287,34,175,41.90881706,HALIFAX
59025961,432,1424.43981,113,23,146,61.93216565,HALIFAX
61520360,372,1424.04992,111,18,200,79.11388444,HALIFAX
22189491,356,1423.25972,252,26,214,54.74075846,HALIFAX
20784435,339,1422.36972,265,11,211,129.3063382,HALIFAX
62331451,424,1420.30971,112,42,184,33.81689786,HALIFAX
34384213,391,1419.64993,250,52,133,27.30096019,HALIFAX
64011176,420,1419.09989,115,29,242,48.93447897,HALIFAX
60919676,346,1417.81975,111,17,188,83.40116176,HALIFAX
59428154,778,1415.11999,109,131,205,10.80244267,HALIFAX
64602427,403,1414.66988,111,91,233,15.54582286,HALIFAX
21200702,441,1414.22972,243,35,218,40.40656343,HALIFAX
58369408,452,1414.00994,112,21,250,67.33380667,HALIFAX
60670133,468,1413.36999,109,54,222,26.17351833,HALIFAX
39832780,289,1412.91972,252,38,164,37.18209789,OAKVILLE
60404185,426,1412.84993,109,78,264,18.11346064,HALIFAX
59431336,547,1412.61981,109,121,252,11.67454388,SOUTH BROO
36177706,456,1412.21982,242,41,218,34.44438585,HALIFAX
62366514,377,1411.17985,110,40,198,35.27949625,HALIFAX
62445133,496,1410.32995,110,112,270,12.5922317,BEDFORD
58327891,395,1409.94974,113,20,157,70.497487,HALIFAX
58316609,391,1407.20983,110,53,215,26.55112887,HALIFAX
21156649,428,1406.3899,247,17,136,82.72881765,HALIFAX
59427750,491,1406.20995,109,54,147,26.040925,HALIFAX
59983679,368,1405.97993,113,57,115,24.66631456,HALIFAX
39845946,371,1405.56986,244,23,250,61.11173304,HALIFAX
41535889,357,1404.96983,242,62,226,22.66080371,HALIFAX
60538342,615,1404.49995,109,65,266,21.60769154,HAMPTON
60554618,340,1401.32971,110,31,197,45.20418419,HALIFAX
58414384,569,1401.16,119,18,130,77.84222222,HALIFAX
59577674,559,1400.69961,111,43,134,32.57440953,HALIFAX
21630632,373,1398.81986,254,45,242,31.08488578,HALIFAX
53633998,343,1397.80985,251,28,192,49.92178036,
39349118,430,1397.20991,243,48,209,29.10853979,HALIFAX
61059661,354,1396.40984,110,57,179,24.49841825,HALIFAX
52626786,388,1395.46979,251,81,215,17.2280221,HALIFAX
20798338,353,1395.33983,242,27,190,51.67925296,HALIFAX
59577626,408,1394.58986,119,17,188,82.03469765,HALIFAX
37163139,382,1394.3998,243,17,236,82.02351765,HALIFAX
59980569,395,1393.90976,122,16,237,87.11936,HALIFAX
22114137,448,1393.71989,242,198,250,7.038989343,HALIFAX
